P(bar),Loading(mmol/g)
0.679435483871,0.270506349081
0.679435483871,0.407425664485
0.679435483871,0.133587033678
0.163306451613,0.346379840681
0.163306451613,0.444179351684
0.163306451613,0.243690354129
